,Name,Birthday,Place_of_birth,Weight,Height,Reach,Stance,Total Fights,Wins,Wins by KO,Losses,Draws,No Contests,Sex,Height_cm,Reach_cm,Country,Nationality,Sign,Weight_class
1474,Hugo Rafael Soto,1967-08-16,"Catamarca, Argentina",Flyweight/Super flyweight/Bantamweight/Super bantamweight,5 ft 3+1⁄2 in (161 cm),64 in (163 cm),Orthodox,69,55,38,10,2,2,M,161 ,163,Argentina,Argentine,Leo,flyweight
1475,Sornpichai Kratingdaenggym,1974-05-01,,Flyweight/Super-flyweight,1.60 m (5 ft 3 in),,,,30,,4,1,,M,160 ,,,,Taurus,flyweight
1476,Eric Morel,1975-01-10,"San Juan, Puerto Rico",,5 ft 6.5 in (1.69 m),70 in (180 cm),Orthodox,50,46,23,4,,,M,169 ,180,Puerto Rico,American(Puerto Rican),Capricorn,
1477,Lorenzo Parra,1978-08-19,"Machiques, Venezuela",Light flyweight/Flyweight/Bantamweight/Super bantamweight,5 ft 4+1⁄2 in (164 cm),66 in (168 cm),Orthodox,52,32,19,18,2,,M,164 ,168,Venezuela,Venezuelan,Leo,light flyweight
1478,Takefumi Sakata,1980-01-29,"Aki District, Hiroshima, Japan",Flyweight,5 ft 4 in (162 cm),,Orthodox,44,36,17,6,2,,M,162 ,,Japan,Japanese,Aquarius,flyweight
1479,Hernán Márquez,1988-09-04,"Empalme, Sonora, Mexico",Flyweight/Super flyweight,5 ft 2 in (157 cm)[1],48 in (122 cm),Southpaw,59,47,33,10,2,,M,160,152,Mexico,Mexican,Virgo,flyweight
1480,Artem Dalakian,1987-08-10,"Baku, Azerbaijan SSR, USSR(nowadays Azerbaijan)",Flyweight,5 ft 4+1⁄2 in (164 cm),64+1⁄2 in (164 cm),Orthodox,23,22,15,1,,,M,164 ,164,Azerbaijan,Azerbaijani,Leo,flyweight
1481,Seigo Yuri Akui,1995-09-03,"Kurashiki, Japan",Light flyweight/Flyweight,5 ft 4 in (163 cm),,Orthodox,22,19,11,2,1,,M,163 ,,Japan,Japanese,Virgo,light flyweight
1482,Juan Carlos Reveco,1983-08-21,"Malargüe, Argentina",Light flyweight/Flyweight/Super flyweight,5 ft 2 in (157 cm),63+1⁄2 in (161 cm),Orthodox,46,41,20,5,,,M,157 ,161,Argentina,Argentine,Leo,light flyweight
1483,Yoko Gushiken,1955-06-26,"Ishigaki, Okinawa Islands, USCAR(nowadays Japan)",Light-flyweight,,,Southpaw,24,23,15,1,,,M,,,Japan,Japanese,Cancer,light flyweight
1484,Kim Hwan-jin,1955-06-22,South Korea,Light flyweight,5 ft 1 in (155 cm),,Orthodox,26,22,8,2,2,,M,155 ,,South Korea,South Korean,Cancer,light flyweight
1485,Katsuo Tokashiki,1960-07-27,"Okinawa, Okinawa, USCAR(nowadays Japan)",Light flyweight,5 ft 2 in (157 cm),,Orthodox,25,19,4,4,2,,M,157 ,,Japan,Japanese,Leo,light flyweight
1486,Joey Olivo,1958-01-25,"San Fernando, California, U.S.",Light flyweight/Flyweight/Super flyweight/Bantamweight,5 ft 9 in (175 cm),,Orthodox,47,39,11,8,,,M,175 ,,USA,American,Aquarius,light flyweight
1487,Yuh Myung-woo,1964-01-10,"Seoul, South Korea",Light-flyweight,5 ft 4 in (163 cm),65 in (165 cm),Orthodox,39,38,14,1,,,M,163 ,165,South Korea,South Korean,Capricorn,light flyweight
1488,Choi Hi-yong,1965-09-13,"Busan, South Korea[1]",minimumweight/light flyweight,5′ 4½ in (164 cm),,Orthodox,21,19,8,2,,,M,164 ,,South Korea,South Korean,Virgo,minimumweight
1489,Pichitnoi Sitbangprachan,1975-01-31,"Tambon Noen Sa-nga, Mueang Chaiyaphum District, Chaiyaphum Province, Thailand",Junior flyweight,5 ft 4 in (163 cm),,Southpaw,37,34,14,3,,,M,163 ,,Thailand,Thai,Aquarius,
1490,Beibis Mendoza,1974-06-20,"Arboletes, Colombia",light flyweight,5 ft 4 in (163 cm),,orthodox,34,30,24,4,,,M,163 ,,Colombia,Colombian,Gemini,light flyweight
1491,Roberto Vásquez,1984-08-11,"Oxnard, California",Light flyweight/Flyweight/Super flyweight/Bantamweight/Super bantamweight,5 ft 8 in (173 cm),65 in (165 cm),Southpaw,43,34,23,7,2,,M,173 ,165,USA,American,Leo,light flyweight
1492,Brahim Asloum,1979-01-31,"Bourgoin-Jallieu, France",Light flyweight,5 ft 5 in (165 cm),,orthodox,26,24,10,2,0,0,M,165 ,,France,French,Aquarius,light flyweight
1493,Alberto Rossel,1975-01-26,"Talara, Piura, Peru",Light flyweight,5 ft 1 in (155 cm),,,44,34,13,9,0,1,M,155 ,,Peru,Peruvian,Aquarius,light flyweight
1494,Carlos Cañizales,1993-03-11,"Caracas, Venezuela",Light flyweight,5 ft 3 in (160 cm),64+1⁄2 in (164 cm),Orthodox,28,26,19,1,1,,M,160 ,164,Venezuela,Venezuelan,Pisces,light flyweight
1495,Esteban Bermudez,1995-10-11,"Nezahualcóyotl, Mexico",Light flyweight,5 ft 7 in (170 cm),,Orthodox,20,14,10,4,2,,M,170 ,,Mexico,Mexican,Libra,light flyweight
1496,Kim Bong-jun,,,Mini-flyweight/Light-flyweight,5 ft 4+1⁄2 in (164 cm),,Orthodox,37,24,10,10,3,,M,164 ,,,,Sagittarius,light flyweight
1497,Chana Porpaoin,1966-03-25,"Ban Nam Lum, Tambon Ban Klang, Lom Sak District, Phetchabun Province, Northern Thailand",Minimumweight,160 cm (5 ft 3 in),,Orthodox,62,53,19,4,5,0,M,160 ,,Thailand,Thai,Aries,minimumweight
1498,Noel Arambulet,1974-05-18,"Falcón, Venezuela",minimumweight/light flyweight,5 ft 3+1⁄2 in (161 cm),,Orthodox,33,23,11,8,1,1,M,161 ,,Venezuela,Venezuelan,Taurus,minimumweight
1499,Joma Gamboa,1973-04-25,"Bacolod, Philippines",Minimumweight/Light flyweight,5 ft 6+1⁄2 in (169 cm),,Orthodox,46,33,22,11,2,,M,169 ,,Philippines,Filipino,Taurus,minimumweight
1500,Keitaro Hoshino,1969-08-14,"Yokohama, Japan",minimumweight,5 ft 2+1⁄2 in (159 cm),,Orthodox,33,23,6,10,,,M,159 ,,Japan,Japanese,Leo,minimumweight
1501,Yutaka Niida,1978-10-02,"Yokohama, Kanagawa,",minimumweight,5 ft 1+1⁄2 in (156 cm),,Orthodox,28,23,9,2,3,,M,156 ,,,,Libra,minimumweight
1502,Kwanthai Sithmorseng,1984-08-18,,Minimumweight,160 cm (5 ft 3 in),,Orthodox,,50,,8,1,,M,160 ,,,,Leo,minimumweight
1503,Pornsawan Porpramook,1978-03-10,"Sa Kaeo, Thailand",Minimumweight/Light flyweight,5 ft 2 in (157 cm),63 in (160 cm),Orthodox,35,28,17,6,1,,M,157 ,160,Thailand,Thai,Pisces,minimumweight
1504,Ryo Miyazaki,1988-08-20,"Ōta, Gunma, Japan",Flyweight/Light flyweight/Minimumweight,5 ft 1+1⁄2 in (156 cm),62+1⁄2 in (159 cm),Orthodox,34,26,16,4,4,,M,156 ,159,Japan,Japanese,Leo,minimumweight
1505,Byron Rojas,1990-06-23,"Matagalpa, Nicaragua",Mini flyweight,,,Orthodox,37,28,11,4,3,2,M,,,Nicaragua,Nicaraguan,Cancer,
1506,Knockout CP Freshmart,1990-09-20,"Surin, Thailand",Mini-flyweight,155 cm (5 ft 1 in)[1][2],155 cm (61 in)[1],Orthodox,24,24,9,,,,M,155 ,154.9,Thailand,Thai,Virgo,
1507,Erick Rosa,2000-03-18,"Santo Domingo, Dominican Republic",Mini flyweight,5 ft 3 in (160 cm),65 in (165 cm),Southpaw,6,6,2,,,,M,160 ,165,Dominican Republic,Dominican,Pisces,
1508,Jessica McCaskill,1984-09-08,"St. Louis, Missouri, U.S.[2]",Lightweight/Light welterweight/Welterweight,5 ft 6 in (168 cm)[1],69 in (175 cm)[1],Orthodox,16,12,5,3,1,,F,168 ,175,USA,American,Virgo,lightweight
1509,Zongju Cai,,,,,,,,,,,,,F,,,,,Sagittarius,
1510,Sarah Bormann,,,,,,,,,,,,,F,,,,,Sagittarius,
1511,Eva Voraberger,,,,,,,,,,,,,F,,,,,Sagittarius,
1512,Daniela Asenjo,,,,,,,,,,,,,F,,,,,Sagittarius,
1513,Sharadene Fortuin,,,,,,,,,,,,,F,,,,,Sagittarius,
1514,Melissa Oddessa Parker,,,,,,,,,,,,,F,,,,,Sagittarius,
1515,Vissia Trovato,,,,,,,,,,,,,F,,,,,Sagittarius,
1516,Ségolène Lefebvre,1993-05-30,,Super-bantamweight/Super-featherweight,,,Orthodox,18,18,1,0,,,F,,,,,Gemini,super bantamweight
1517,Iwona Guzowska,,,,,,,,,,,,,F,,,,,Sagittarius,
1518,Licia Boudersa,,,,,,,,,,,,,F,,,,,Sagittarius,
1519,Firuza Sharipova,1994-08-29,"Taraz (Zhambyl), Kazakhstan",Super-featherweight/Lightweight/Light-welterweight,166 cm (5 ft 5+1⁄2 in),166 cm (65 in),Orthodox,17,15,8,2,,,F,166 ,165.1,Kazakhstan,Kazakh,Virgo,super featherweight
1520,Estelle Yoka Mossely,1992-08-19,"Paris, France",Lightweight,5 ft 6 in (168 cm),,Orthodox,11,11,1,,,,F,168 ,,France,French,Leo,lightweight
1521,Agnieszka Rylik,,,,,,,,,,,,,F,,,,,Sagittarius,
1522,Svetlana Kulakova,,,,,,,,,,,,,F,,,,,Sagittarius,
1523,Jennifer Retzke,,,,,,,,,,,,,F,,,,,Sagittarius,
1524,Mikaela Laurén,1976-01-20,"Stockholm, Sweden",Welterweight/Light-middleweight/Middleweight,1.78 m (5 ft 10 in),,Orthodox,38,32,13,6,,,F,178 ,,Sweden,Swedish,Aquarius,welterweight
1525,Ivana Habazin,,,,,,,,,,,,,F,,,,,Sagittarius,
1526,Mika Iwakawa,1983-07-26,"Kōnan, Kōchi, Japan",Atomweight/Minimumweight/Light-flyweight,161 cm (5 ft 3 in)[1],,Orthodox,20,12,4,7,1,,F,161 ,,Japan,Japanese,Leo,minimumweight
1527,Yuko Kuroki,,,,,,,,,,,,,F,,,,,Sagittarius,
1528,Eri Matsuda,,,,,,,,,,,,,F,,,,,Sagittarius,
1529,Teeraporn Pannimit,1992-08-10,"Phra Nakhon Si Ayutthaya province, Thailand",Light flyweight/Strawweight,5 ft 0 in (152 cm),,Orthodox,29,20,5,9,,,F,152 ,,Thailand,Thai,Leo,light flyweight
1530,Mako Yamada,1994-05-26,,Mini flyweight/Atomweight,153 cm (5 ft 0 in),,Orthodox,,13,,1,2,,F,153 ,,,,Gemini,
1531,Kumiko Seeser Ikehara,,,,,,,,,,,,,F,,,,,Sagittarius,
1532,Kayoko Ebata,,,,,,,,,,,,,F,,,,,Sagittarius,
1533,Nguyễn Thị Thu Nhi,1996-10-22,"Ho Chi Minh City, Vietnam[1]",Mini-flyweight,5 ft 2 in (157 cm)[1],,Orthodox,6,5,1,1,,,F,157 ,,Vietnam,Vietnamese,Libra,
1534,Yesica Bopp,,,,,,,,,,,,,F,,,,,Sagittarius,
1535,Eun Hye Lee,,,,,,,,,,,,,F,,,,,Sagittarius,
1536,Naoko Fujioka,,,,,,,,,,,,,F,,,,,Sagittarius,
1537,[8],,,,,,,,,,,,,F,,,,,Sagittarius,
1538,Melissa McMorrow,,,,,,,,,,,,,F,,,,,Sagittarius,
1539,Nana Yoshikawa,,,,,,,,,,,,,F,,,,,Sagittarius,
1540,Arely Muciño,1989-05-20,"Monterrey, Nuevo León, Mexico",Light flyweight/Flyweight/Super flyweight,5 ft 2 in (157 cm),,Orthodox,34,28,10,3,2,1,F,157 ,,Mexico,Mexican,Taurus,light flyweight
1541,Debora Anahí López,,,,,,,,,,,,,F,,,,,Sagittarius,
1542,Carolina Raquel Duer,1978-08-05,"Buenos Aires, Argentina",Super flyweight/Bantamweight,,,Orthodox,28,20,6,6,2,,F,,,Argentina,Argentine,Leo,super flyweight
1543,Raja Amasheh,,,,,,,,,,,,,F,,,,,Sagittarius,
1544,Miyo Yoshida,1988-04-12,"Kagoshima, Kagoshima Prefecture, Japan",Super-flyweight/Bantamweight,5 ft 3+1⁄2 in (161 cm),63+1⁄2 in (161 cm),Orthodox,21,17,0,4,,,F,161 ,161,Japan,Japanese,Aries,super flyweight
1545,Tamao Ozawa,,,,,,,,,,,,,F,,,,,Sagittarius,
1546,Kaliesha West,1988-02-11,"South Haven, Michigan, U.S.",Super Bantamweight,5 ft 5 in (165 cm),71 in (180 cm),Orthodox,21,17,4,1,3,0,F,165 ,180,USA,American,Aquarius,super bantamweight
1547,Mayra Alejandra Gómez,,,,,,,,,,,,,F,,,,,Sagittarius,
1548,Yésica Patricia Marcos,,,,,,,,,,,,,F,,,,,Sagittarius,
1549,Ina Menzer,,,,,,,,,,,,,F,,,,,Sagittarius,
1550,Heather Hardy,1982-01-25,,Flyweight/Super bantamweight/Featherweight,5 ft 5 in (165 cm),64 in (163 cm),Orthodox,,2,,2,,,F,165 ,163,,,Aquarius,flyweight
1551,Ramona Kuehne,,,,,,,,,,,,,F,,,,,Sagittarius,
1552,Enis Pacheco,,,,,,,,,,,,,F,,,,,Sagittarius,
1553,María Elena Maderna,,,,,,,,,,,,,F,,,,,Sagittarius,
1554,Yohana Belén Alfonzo,,,,,,,,,,,,,F,,,,,Sagittarius,
1555,Fernanda Soledad Alegre,,,,,,,,,,,,,F,,,,,Sagittarius,
1556,Adela Celeste del Carmen Peralta,,,,,,,,,,,,,F,,,,,Sagittarius,
1557,Ana Laura Esteche,,,,,,,,,,,,,F,,,,,Sagittarius,
1558,Cecilia Brækhus,,,,,,,,,,,,,F,,,,,Sagittarius,
1559,Oxandia Castillo,,,,,,,,,,,,,F,,,,,Sagittarius,
1560,Christina Hammer,,,,,,,,,,,,,F,,,,,Sagittarius,
1561,Nanako Kikuchi,,,,,,,,,,,,,F,,,,,Sagittarius,
1562,Carina Moreno,,,,,,,,,,,,,F,,,,,Sagittarius,
1563,Mari Ando,,,,,,,,,,,,,F,,,,,Sagittarius,
1564,Eun Soon Choi,,,,,,,,,,,,,F,,,,,Sagittarius,
1565,Naomi Togashi - Interim champion promoted,,,,,,,,,,,,,F,,,,,Sagittarius,
1566,Ibeth Zamora Silva,1989-02-06,"San Cristóbal Huichochitlán, Toluca, Mexico",Mini flyweight/Light flyweight/Flyweight,5 ft 2 in (157 cm),65 in (165 cm),Orthodox,39,32,12,7,,,F,157 ,165,Mexico,Mexican,Aquarius,light flyweight
1567,Kim Clavel,,,,,,,,,,,,,F,,,,,Sagittarius,
1568,Yesica Nery Plata,1994-05-17,,Light flyweight/Flyweight,,,Orthodox,32,30,3,2,,,F,,,,,Taurus,light flyweight
1569,Stefania Bianchini,,,,,,,,,,,,,F,,,,,Sagittarius,
1570,Simona Galassi,1972-06-27,"Forlì, Italy",Flyweight/Super-flyweight,165 cm (5 ft 5 in),,Southpaw,30,23,4,5,1,1,F,165 ,,Italy,Italian,Cancer,flyweight
1571,Shindo Go,1987-07-18,"Maniwa, Japan[1]",Flyweight/Bantamweight,5 ft 6 in (168 cm)[1],,Orthodox,20,16,11,4,,,F,168 ,,Japan,Japanese,Cancer,flyweight
1572,Myung Ok Ryu,,,,,,,,,,,,,F,,,,,Sagittarius,
1573,Lourdes Juárez,1986-12-19,"Mexico City, Mexico",Light flyweight/Flyweight/Super flyweight,5 ft 1+1⁄2 in (156 cm),62+1⁄2 in (159 cm),Orthodox,37,34,4,2,,1,F,156 ,159,Mexico,Mexican,Capricorn,light flyweight
1574,Asley González Macías,,,,,,,,,,,,,F,,,,,Sagittarius,
1575,Kwang Ok Kim,,,,,,,,,,,,,F,,,,,Sagittarius,
1576,Anita Christensen,,,,,,,,,,,,,F,,,,,Sagittarius,
1577,Susana Vázquez,,,,,,,,,,,,,F,,,,,Sagittarius,
1578,Galina Koleva Ivanova,,,,,,,,,,,,,F,,,,,Sagittarius,
1579,Susie Ramadan,1979-04-10,,Bantamweight/Super-bantamweight,5 ft 3 in (160 cm),,Orthodox,31,28,12,3,,,F,160 ,,,,Aries,bantamweight
1580,Catherine Phiri,,,Bantamweight/Super-bantamweight,,,,20,16,10,4,,,F,,,,,Sagittarius,bantamweight
1581,Jackie Nava,,,,,,,,,,,,,F,,,,,Sagittarius,
1582,Alejandra Marina Oliveras,1978-03-20,"El Carmen, Jujuy, Argentina",Super bantamweight/Featherweight/Lightweight/Light welterweight,5 ft 1 in (155 cm),,Orthodox,38,33,16,3,2,0,F,155 ,,Argentina,Argentine,Pisces,super bantamweight
1583,Marcela Eliana Acuña,,,,,,,,,,,,,F,,,,,Sagittarius,
1584,Yamileth Mercado,1998-03-16,"Chihuahua, México",Super bantamweight,,,,24,21,5,3,,,F,,,Mexico,Mexican,Pisces,super bantamweight
1585,Jelena Mrdjenovich,1982-06-24,"Hay River, Northwest Territories, Canada[1]",Featherweight/Super-featherweight/Lightweight,5 ft 7 in (170 cm),,Orthodox,55,41,19,12,2,,F,170 ,,Canada,Canadian,Cancer,featherweight
1586,Edith Soledad Matthysse,,,,,,,,,,,,,F,,,,,Sagittarius,
1587,Olivia Gerula,,,,,,,,,,,,,F,,,,,Sagittarius,
1588,Frida Wallberg,1983-04-28,"Åtvidaberg, Sweden",Super-featherweight,5 ft 6+1⁄2 in (169 cm),,Orthodox,12,11,2,1,,,F,169 ,,Sweden,Swedish,Taurus,super featherweight
1589,Eva Wahlström,1980-10-30,"Loviisa, Finland",Super-featherweight/Lightweight,1.68 m (5 ft 6 in),,Orthodox,27,23,3,2,2,,F,168 ,,Finland,Finnish,Scorpio,super featherweight
1590,Eliza Olson,,,,,,,,,,,,,F,,,,,Sagittarius,
1591,Ann Saccurato,,,,,,,,,,,,,F,,,,,Sagittarius,
1592,Érica Anabella Farías,1984-07-13,"Buenos Aires, Argentina",Lightweight/Light welterweight/Welterweight,,,,34,27,10,7,,,F,,,Argentina,Argentine,Cancer,lightweight
1593,Mónica Silvina Acosta,,,,,,,,,,,,,F,,,,,Sagittarius,
1594,Jisselle Salandy,,,,,,,,,,,,,F,,,,,Sagittarius,
1595,Christy Martin,1968-06-12,"Mullens, West Virginia, U.S.[2]",Light middleweight/Middleweight/Super middleweight,5 ft 4+1⁄2 in (164 cm)[1],64 in (163 cm)[1],Orthodox,59,49,31,7,3,,F,164 ,163,USA,American,Gemini,middleweight
1596,Mia St John,1967-06-24,"San Francisco, California, U.S.",Welterweight/Light welterweight/Lightweight/Super featherweight/Featherweight,5 ft 6 in (1.68 m),66+1⁄2 in (169 cm),Orthodox,65,49,19,14,2,0,F,168 ,169,USA,American,Cancer,featherweight
1597,Tiffany Junot,,,,,,,,,,,,,F,,,,,Sagittarius,
1598,Ewa Piatkowska,1984-09-16,"Radom, Poland",Super lightweight/Welterweight/Light middleweight,1.75 m (5 ft 9 in),1.79 m (70 in),Orthodox,17,16,4,1,,,F,175 ,177.8,Poland,Polish,Virgo,super lightweight
1599,Yvonne Reis,,,,,,,,,,,,,F,,,,,Sagittarius,
1600,Laila Ali,,,,,,,,,,,,,F,,,,,Sagittarius,
1601,Natalya Ragozina,,,,,,,,,,,,,F,,,,,Sagittarius,
1602,Vonda Ward,1973-03-16,"Macedonia, Ohio, U.S.",Heavyweight,6 ft 7 in (201 cm),,Orthodox,24,23,17,1,,,F,201 ,,USA,American,Pisces,heavyweight
1603,Alejandra Jiménez,,,,,,,,,,,,,F,,,,,Sagittarius,
1604,Cho Rong Son,,,,,,,,,,,,,F,,,,,Sagittarius,
1605,Ju Hee Kim,,,,,,,,,,,,,F,,,,,Sagittarius,
1606,Ha-Na Kim,,,,,,,,,,,,,F,,,,,Sagittarius,
1607,Xiyan Zhang,,,,,,,,,,,,,F,,,,,Sagittarius,
1608,Naoko Yamaguchi,,,,,,,,,,,,,F,,,,,Sagittarius,
1609,Clara Lescurat,,,,,,,,,,,,,F,,,,,Sagittarius,
1610,Emanuela Pantani,,,,,,,,,,,,,F,,,,,Sagittarius,
1611,Janeth Pérez,,,,,,,,,,,,,F,,,,,Sagittarius,
1612,Irma García,,,,,,,,,,,,,F,,,,,Sagittarius,
1613,Jamie Mitchell,,,,,,,,,,,,,F,,,,,Sagittarius,
1614,Lisa Brown,,,,,,,,,,,,,F,,,,,Sagittarius,
1615,Interim,,,,,,,,,,,,,F,,,,,Sagittarius,
1616,Liliana Palmera,,,,,,,,,,,,,F,,,,,Sagittarius,
1617,Alys Sánchez,1986-09-03,Venezuela,Super bantamweight/Featherweight,,,,25,17,6,7,1,,F,,,Venezuela,Venezuelan,Virgo,super bantamweight
1618,Gao Li Jun,,,,,,,,,,,,,F,,,,,Sagittarius,
1619,Hwa-Won Lee,,,,,,,,,,,,,F,,,,,Sagittarius,
1620,Hyun Mi Choi,,,,,,,,,,,,,F,,,,,Sagittarius,
1621,Alicia Napoleon Espinosa,,,,,,,,,,,,,F,,,,,Sagittarius,
1622,Sumire Yamanaka,,,,,,,,,,,,,F,,,,,Sagittarius,
1623,Nancy Franco,,,,,,,,,,,,,F,,,,,Sagittarius,
1624,Victoria Argueta,,,,,,,,,,,,,F,,,,,Sagittarius,
1625,Naoko Shibata,,,,,,,,,,,,,F,,,,,Sagittarius,
1626,Alondra García,,,,,,,,,,,,,F,,,,,Sagittarius,
1627,[1],,,,,,,,,,,,,F,,,,,Sagittarius,
1628,Gabriela Bouvier,,,,,,,,,,,,,F,,,,,Sagittarius,
1629,Aracely Mucino,,,,,,,,,,,,,F,,,,,Sagittarius,
1630,Gabriela Fundora,,,,,,,,,,,,,F,,,,,Sagittarius,
1631,Katy Wilson Castillo,,,,,,,,,,,,,F,,,,,Sagittarius,
1633,Dahiana Santana,,,,,,,,,,,,,F,,,,,Sagittarius,
1634,Claudia Andrea López,,,,,,,,,,,,,F,,,,,Sagittarius,
1635,Betiana Patricia Viñas,,,,,,,,,,,,,F,,,,,Sagittarius,
1636,Victoria Noelia Bustos,,,,,,,,,,,,,F,,,,,Sagittarius,
1637,Marisa Gabriela Núñez,,,,,,,,,,,,,F,,,,,Sagittarius,
1638,Mary McGee,1986-09-25,American,Lightweight/Light welterweight/Welterweight,5 ft 6 in (168 cm),72 in (183 cm),Orthodox,32,27,15,4,,1,F,168 ,183,USA,American,Libra,lightweight
1639,Noni Tenge,,,,,,,,,,,,,F,,,,,Sagittarius,
1640,Eva Bajic,,,,,,,,,,,,,F,,,,,Sagittarius,
1641,Paola Gabriela Casalinuovo,,,,,,,,,,,,,F,,,,,Sagittarius,
1642,Lani Daniels,1988-07-15,,Middleweight/Super-middleweight/Light-heavyweight/Heavyweight,169 cm (5 ft 7 in),,Orthodox,,10,,2,2,,F,169 ,,,,Cancer,middleweight
1643,Brian Nielsen,,,,,,,,,,,,,M,,,,,Sagittarius,
1644,Lennox Lewis,1965-09-02,"West Ham, London, England",Heavyweight,6 ft 5 in (196 cm)[1],84 in (213 cm)[1],Orthodox,44,41,32,2,1,,M,196 ,213,England,British,Virgo,heavyweight
1645,David Izeqwire,,,,,,,,,,,,,M,,,,,Sagittarius,
1646,Ted Cofie,,,,,,,,,,,,,M,,,,,Sagittarius,
1647,Booker T. Word,,,,,,,,,,,,,M,,,,,Sagittarius,
1648,Carl Thompson,,,,,,,,,,,,,M,,,,,Sagittarius,
1649,Sebastiaan Rothmann,,,,,,,,,,,,,M,,,,,Sagittarius,
1650,Danny Green,,,,,,,,,,,,,M,,,,,Sagittarius,
1651,Jack Massey,1993-04-12,"Chapel-en-le-Frith, Derbyshire, England[1]",Cruiserweight,188 cm (6 ft 2 in),,Orthodox,23,21,12,2,,,M,188 ,,England,British,Aries,cruiserweight
1652,Lenny LaPaglia,,,,,,,,,,,,,M,,,,,Sagittarius,
1653,Drake Thadzi,,,,,,,,,,,,,M,,,,,Sagittarius,
1654,Willie Ball,,,,,,,,,,,,,M,,,,,Sagittarius,
1655,Todd Nadon,,,,,,,,,,,,,M,,,,,Sagittarius,
1656,Karl Willis,,,,,,,,,,,,,M,,,,,Sagittarius,
1657,Eddie White,,,,,,,,,,,,,M,,,,,Sagittarius,
1658,Mads Larsen,,,,,,,,,,,,,M,,,,,Sagittarius,
1659,Dana Rosenblatt,,,,,,,,,,,,,M,,,,,Sagittarius,
1660,Ramon Arturo Brítez,,,,,,,,,,,,,M,,,,,Sagittarius,
1661,Robin Reid,1971-02-19,"Kingston, Jamaica",Super-middleweight,5 ft 9 in (175 cm),76 in (193 cm),Orthodox,51,42,29,8,1,,M,175 ,193,Jamaica,Jamaican,Pisces,super middleweight
1662,Donovan George,,,,,,,,,,,,,M,,,,,Sagittarius,
1663,Glenwood Brown,,,,,,,,,,,,,M,,,,,Sagittarius,
1664,Mpush Makambi,,,,,,,,,,,,,M,,,,,Sagittarius,
1665,Etinosa Oliha,,,,,,,,,,,,,M,,,,,Sagittarius,
1666,Lonnie Beasley,,,,,,,,,,,,,M,,,,,Sagittarius,
1667,Patrick Goossen,,,,,,,,,,,,,M,,,,,Sagittarius,
1668,Richard Williams,1971-05-09,England,middleweight,5 ft 9 in (175 cm),72 in (183 cm),Orthodox,27,21,17,5,1,,M,175 ,183,England,British,Taurus,middleweight
1669,Sergio Martínez,1975-02-21,"Avellaneda, Buenos Aires, Argentina",Welterweight/Light middleweight/Middleweight,5 ft 10 in (178 cm),73 in (185 cm),Southpaw,62,57,32,3,2,,M,178 ,185,Argentina,Argentine,Pisces,welterweight
1670,Mihály Kótai,,,,,,,,,,,,,M,,,,,Sagittarius,
1671,Steve Conway,1977-10-06,"Hartlepool, England",Super feather/Light/Light welter/Welter/Light middleweight,5 ft 8 in (173 cm),,Southpaw,46,34 (KO 7),,12 (KO 6),,,M,173 ,,England,British,Libra,
1672,Attila Kovács,,,,,,,,,,,,,M,,,,,Sagittarius,
1673,Julian Williams,,,,,,,,,,,,,M,,,,,Sagittarius,
1674,Dennis Hogan,,,,,,,,,,,,,M,,,,,Sagittarius,
1675,Kenny Gould,1967-05-11,,,1.67 m (5 ft 6 in),,,,,,,,,M,167 ,,,,Taurus,
1676,Johnny Bizzarro,,,,,,,,,,,,,M,,,,,Sagittarius,
1677,Peter Malinga,,,,,,,,,,,,,M,,,,,Sagittarius,
1678,Tsiko Mulovhedzi,,,,,,,,,,,,,M,,,,,Sagittarius,
1679,Mike Evgen,,,,,,,,,,,,,M,,,,,Sagittarius,
1680,Mike Johnson,,,,,,,,,,,,,M,,,,,Sagittarius,
1681,Mario Martínez,,,,,,,,,,,,,M,,,,,Sagittarius,
1682,Johar Abu Lashin,,,,,,,,,,,,,M,,,,,Sagittarius,
1683,Israel Cardona,,,,,,,,,,,,,M,,,,,Sagittarius,
1684,Ener Julio,,,,,,,,,,,,,M,,,,,Sagittarius,
1685,Newton Villarreal,,,,,,,,,,,,,M,,,,,Sagittarius,
1686,Pablo Daniel Sarmiento,1971-06-10,"Las Varillas, Cordoba, Argentina",Light Welterweight,180 cm (5 ft 11 in),183 cm (72 in),Orthodox,50,34,16,14,2,0,M,180 ,182.9,Argentina,Argentine,Gemini,
1687,Amado Cabato,,,,,,,,,,,,,M,,,,,Sagittarius,
1688,Billy Irwin,,,,,,,,,,,,,M,,,,,Sagittarius,
1689,Michael Ayers,1965-01-26,"London, England",Lightweight,5 ft 8 in (173 cm),71 in (180 cm),,37,31,27,5,1,,M,173 ,180,England,British,Aquarius,lightweight
1690,Jason Cook,1975-02-27,"Maesteg, Wales",Lightweight,5 ft 9 in (175 cm),,Orthodox,37,30,11,6,1,0,M,175 ,,Wales,British,Pisces,lightweight
1691,Aldo Nazareno Ríos,,,,,,,,,,,,,M,,,,,Sagittarius,
1692,Juan Díaz,1983-09-17,"Houston, Texas, U.S.",Lightweight/Light welterweight,5 ft 6 in (168 cm),67 in (170 cm),Orthodox,46,42,21,4,,,M,168 ,170,USA,American,Virgo,lightweight
1693,Mlungisi Dlamini,,,,,,,,,,,,,M,,,,,Sagittarius,
