,Name,Birthday,Place_of_birth,Weight,Height,Reach,Stance,Total Fights,Wins,Wins by KO,Losses,Draws,No Contests,Sex,Height_cm,Reach_cm,Country
1601,Natalya Ragozina,,,,,,,,,,,,,F,,,unknown
1602,Vonda Ward,1973-03-16,"Macedonia, Ohio, U.S.",Heavyweight,6 ft 7 in (201 cm),,Orthodox,24,23,17,1,,,F,201 ,,USA
1603,Alejandra Jiménez,,,,,,,,,,,,,F,,,unknown
1604,Cho Rong Son,,,,,,,,,,,,,F,,,unknown
1605,Ju Hee Kim,,,,,,,,,,,,,F,,,unknown
1606,Ha-Na Kim,,,,,,,,,,,,,F,,,unknown
1607,Xiyan Zhang,,,,,,,,,,,,,F,,,unknown
1608,Naoko Yamaguchi,,,,,,,,,,,,,F,,,unknown
1609,Clara Lescurat,,,,,,,,,,,,,F,,,unknown
1610,Emanuela Pantani,,,,,,,,,,,,,F,,,unknown
1611,Janeth Pérez,,,,,,,,,,,,,F,,,unknown
1612,Irma García,,,,,,,,,,,,,F,,,unknown
1613,Jamie Mitchell,,,,,,,,,,,,,F,,,unknown
1614,Lisa Brown,,,,,,,,,,,,,F,,,unknown
1615,Interim,,,,,,,,,,,,,F,,,unknown
1616,Liliana Palmera,,,,,,,,,,,,,F,,,unknown
1617,Alys Sánchez,1986-09-03,Venezuela,Super bantamweight/Featherweight,,,,25,17,6,7,1,,F,,,Venezuela
1618,Gao Li Jun,,,,,,,,,,,,,F,,,unknown
1619,Hwa-Won Lee,,,,,,,,,,,,,F,,,unknown
1620,Hyun Mi Choi,,,,,,,,,,,,,F,,,unknown
1621,Alicia Napoleon Espinosa,,,,,,,,,,,,,F,,,unknown
1622,Sumire Yamanaka,,,,,,,,,,,,,F,,,unknown
1623,Nancy Franco,,,,,,,,,,,,,F,,,unknown
1624,Victoria Argueta,,,,,,,,,,,,,F,,,unknown
1625,Naoko Shibata,,,,,,,,,,,,,F,,,unknown
1626,Alondra García,,,,,,,,,,,,,F,,,unknown
1627,[1],,,,,,,,,,,,,F,,,unknown
1628,Gabriela Bouvier,,,,,,,,,,,,,F,,,unknown
1629,Aracely Mucino,,,,,,,,,,,,,F,,,unknown
1630,Gabriela Fundora,,,,,,,,,,,,,F,,,unknown
1631,Katy Wilson Castillo,,,,,,,,,,,,,F,,,unknown
1632,,,,,,,,,,,,,,F,,,unknown
1633,Dahiana Santana,,,,,,,,,,,,,F,,,unknown
1634,Claudia Andrea López,,,,,,,,,,,,,F,,,unknown
1635,Betiana Patricia Viñas,,,,,,,,,,,,,F,,,unknown
1636,Victoria Noelia Bustos,,,,,,,,,,,,,F,,,unknown
1637,Marisa Gabriela Núñez,,,,,,,,,,,,,F,,,unknown
1638,Mary McGee,1986-9-25,American,Lightweight/Light welterweight/Welterweight,5 ft 6 in (168 cm),72 in (183 cm),Orthodox,32,27,15,4,,1,F,168 ,183 ,USA
1639,Noni Tenge,,,,,,,,,,,,,F,,,unknown
1640,Eva Bajic,,,,,,,,,,,,,F,,,unknown
1641,Paola Gabriela Casalinuovo,,,,,,,,,,,,,F,,,unknown
1642,Lani Daniels,1988-07-15,,Middleweight/Super-middleweight/Light-heavyweight/Heavyweight,169 cm (5 ft 7 in),,Orthodox,,10,,2,2,,F,169 ,,unknown
1643,Brian Nielsen,,,,,,,,,,,,,M,,,unknown
1644,Lennox Lewis,1965-09-02,"West Ham, London, England",Heavyweight,6 ft 5 in (196 cm)[1],84 in (213 cm)[1],Orthodox,44,41,32,2,1,,M,196 ,213 ,England
1645,David Izeqwire,,,,,,,,,,,,,M,,,unknown
1646,Ted Cofie,,,,,,,,,,,,,M,,,unknown
1647,Booker T. Word,,,,,,,,,,,,,M,,,unknown
1648,Carl Thompson,,,,,,,,,,,,,M,,,unknown
1649,Sebastiaan Rothmann,,,,,,,,,,,,,M,,,unknown
1650,Danny Green,,,,,,,,,,,,,M,,,unknown
1651,Jack Massey,1993-04-12,"Chapel-en-le-Frith, Derbyshire, England[1]",Cruiserweight,188 cm (6 ft 2 in),,Orthodox,23,21,12,2,,,M,188 ,,England
1652,Lenny LaPaglia,,,,,,,,,,,,,M,,,unknown
1653,Drake Thadzi,,,,,,,,,,,,,M,,,unknown
1654,Willie Ball,,,,,,,,,,,,,M,,,unknown
1655,Todd Nadon,,,,,,,,,,,,,M,,,unknown
1656,Karl Willis,,,,,,,,,,,,,M,,,unknown
1657,Eddie White,,,,,,,,,,,,,M,,,unknown
1658,Mads Larsen,,,,,,,,,,,,,M,,,unknown
1659,Dana Rosenblatt,,,,,,,,,,,,,M,,,unknown
1660,Ramon Arturo Brítez,,,,,,,,,,,,,M,,,unknown
1661,Robin Reid,1971-02-19,"Kingston, Jamaica",Super-middleweight,5 ft 9 in (175 cm),76 in (193 cm),Orthodox,51,42,29,8,1,,M,175 ,193 ,Jamaica
1662,Donovan George,,,,,,,,,,,,,M,,,unknown
1663,Glenwood Brown,,,,,,,,,,,,,M,,,unknown
1664,Mpush Makambi,,,,,,,,,,,,,M,,,unknown
1665,Etinosa Oliha,,,,,,,,,,,,,M,,,unknown
1666,Lonnie Beasley,,,,,,,,,,,,,M,,,unknown
1667,Patrick Goossen,,,,,,,,,,,,,M,,,unknown
1668,Richard Williams,1971-05-09,England,middleweight,5 ft 9 in (175 cm),72 in (183 cm),Orthodox,27,21,17,5,1,,M,175 ,183 ,England
1669,Sergio Martínez,1975-02-21,"Avellaneda, Buenos Aires, Argentina",Welterweight/Light middleweight/Middleweight,5 ft 10 in (178 cm),73 in (185 cm),Southpaw,62,57,32,3,2,,M,178 ,185 ,Argentina
1670,Mihály Kótai,,,,,,,,,,,,,M,,,unknown
1671,Steve Conway,1977-10-06,"Hartlepool, England",Super feather/Light/Light welter/Welter/Light middleweight,5 ft 8 in (173 cm),,Southpaw,46,34 (KO 7),,12 (KO 6),,,M,173 ,,England
1672,Attila Kovács,,,,,,,,,,,,,M,,,unknown
1673,Julian Williams,,,,,,,,,,,,,M,,,unknown
1674,Dennis Hogan,,,,,,,,,,,,,M,,,unknown
1675,Kenny Gould,1967-05-11,,,1.67 m (5 ft 6 in),,,,,,,,,M,167 ,,unknown
1676,Johnny Bizzarro,,,,,,,,,,,,,M,,,unknown
1677,Peter Malinga,,,,,,,,,,,,,M,,,unknown
1678,Tsiko Mulovhedzi,,,,,,,,,,,,,M,,,unknown
1679,Mike Evgen,,,,,,,,,,,,,M,,,unknown
1680,Mike Johnson,,,,,,,,,,,,,M,,,unknown
1681,Mario Martínez,,,,,,,,,,,,,M,,,unknown
1682,Johar Abu Lashin,,,,,,,,,,,,,M,,,unknown
1683,Israel Cardona,,,,,,,,,,,,,M,,,unknown
1684,Ener Julio,,,,,,,,,,,,,M,,,unknown
1685,Newton Villarreal,,,,,,,,,,,,,M,,,unknown
1686,Pablo Daniel Sarmiento,1971-06-10,"Las Varillas, Cordoba, Argentina",Light Welterweight,180 cm (5 ft 11 in),183 cm (72 in),Orthodox,50,34,16,14,2,0,M,180 ,72 in,Argentina
1687,Amado Cabato,,,,,,,,,,,,,M,,,unknown
1688,Billy Irwin,,,,,,,,,,,,,M,,,unknown
1689,Michael Ayers,1965-01-26,"London, England",Lightweight,5 ft 8 in (173 cm),71 in (180 cm),,37,31,27,5,1,,M,173 ,180 ,England
1690,Jason Cook,1975-02-27,"Maesteg, Wales",Lightweight,5 ft 9 in (175 cm),,Orthodox,37,30,11,6,1,0,M,175 ,,Wales
1691,Aldo Nazareno Ríos,,,,,,,,,,,,,M,,,unknown
1692,Juan Díaz,1983-09-17,"Houston, Texas, U.S.",Lightweight/Light welterweight,5 ft 6 in (168 cm),67 in (170 cm),Orthodox,46,42,21,4,,,M,168 ,170 ,USA
1693,Mlungisi Dlamini,,,,,,,,,,,,,M,,,unknown
1694,Xolisani Ndongeni,,,,,,,,,,,,,M,,,unknown
1695,Jovanni Straffon,,,,,,,,,,,,,M,,,unknown
1696,John Roby,,,,,,,,,,,,,M,,,unknown
1697,Charles Shepherd,,,,,,,,,,,,,M,,,unknown
1698,Affif Djelti,,,,,,,,,,,,,M,,,unknown
1699,Kim Ji-hoon,1987-01-17,"Goyang City, South Korea",Welterweight,5 ft 9.5 in (1.77 m),,,34,25,19,9,0,0,M,177 ,,South Korea
1700,José Pedraza,1989-05-08,"Caguas, Puerto Rico",Super featherweight/Lightweight/Light welterweight,5 ft 8+1⁄2 in (174 cm),70+1⁄2 in (179 cm),Ambidextrous,36,29,14,6,1,,M,174 ,179 ,Puerto Rico
1701,Jack Asis,,,,,,,,,,,,,M,,,unknown
1702,Radford Beasley,,,,,,,,,,,,,M,,,unknown
1703,Lusanda Komanisi,,,,,,,,,,,,,M,,,unknown
1704,Hector Andres Sosa,,,,,,,,,,,,,M,,,unknown
1705,John Lowey,1966-08-06,"Dundonald, Northern Ireland, U.K.",super bantamweight,,,,31,26,17,5,0,0,M,169,178,Ireland
1706,Serhiy Divakov,,,,,,,,,,,,,M,,,unknown
1707,Simon Ramoni,,,,,,,,,,,,,M,,,unknown
1708,Mike Oliver,,,,,,,,,,,,,M,,,unknown
1709,Thabo Sonjica,,,,,,,,,,,,,M,,,unknown
1710,Stephen Fulton,1994-07-17,"Philadelphia, Pennsylvania, U.S.",Super bantamweight/Featherweight,5 ft 6+1⁄2 in (169 cm)[1],70+1⁄2 in (179 cm)[1],Orthodox,22,21,8,1,,,M,169 ,179 ,USA
1711,Eric Robles Ayala,,,,,,,,,,,,,M,,,unknown
1712,José Sanjuanelo,,,,,,,,,,,,,M,,,unknown
1713,Michell Banquez,,,,,,,,,,,,,M,,,unknown
1714,Ángel Almena,,,,,,,,,,,,,M,,,unknown
1715,Ilido Julio,,,,,,,,,,,,,M,,,unknown
1716,Edison Torres,,,,,,,,,,,,,M,,,unknown
1717,Lunga Ntontela,,,,,,,,,,,,,M,,,unknown
1718,Mbwana Matumla,,,,,,,,,,,,,M,,,unknown
1719,Zolile Mbityi,,,,,,,,,,,,,M,,,unknown
1720,Edrin Dapudong,,,,,,,,,,,,,M,,,unknown
1721,Lwandile Sityatha,,,,,,,,,,,,,M,,,unknown
1722,Masibulele Makepula,,,,,,,,,,,,,M,,,unknown
1723,Maximino Flores,,,,,,,,,,,,,M,,,unknown
1724,José García Bernal,,,,,,,,,,,,,M,,,unknown
1725,Monelisi Mhikiza Myekeni,,,,,,,,,,,,,M,,,unknown
1726,Noel Tuñacao,,,,,,,,,,,,,M,,,unknown
1727,Charles Martin,1986-04-24,"St. Louis, Missouri, U.S.",Heavyweight,6 ft 5 in (196 cm),80 in (203 cm),Southpaw,34,29,26,4,1,,M,196 ,203 ,USA
1728,Arthur Williams,,,,,,,,,,,,,M,,,unknown
1729,Kelvin Davis,1978-05-26,"Natchez, Mississippi, USA",Cruiserweight,5 ft 7 in (170 cm),,,38,24,17,11,3,0,M,170 ,,USA
1730,Charles Williams,,,,,,,,,,,,,M,,,unknown
1731,William Guthrie,1967-01-17,"St. Louis, Missouri, United States",Light heavyweight/Cruiserweight,6 ft 1 in (1.85 m),6 ft 2 in (1.88 m),Southpaw,42,35,28,4,3,,M,185 ,1.88 ,USA
1732,Reggie Johnson,,,,,,,,,,,,,M,,,unknown
1733,Charles Brewer,1969-10-16,"Philadelphia, Pennsylvania, U.S.",Super Middleweight,6 ft 1 in (1.85 m),78 in (198 cm),Orthodox,51,40,28,11,,,M,185 ,198 ,USA
1734,Frank Tate,1964-08-27,"Detroit, Michigan, U.S.",Middleweight/Super middleweight/Light heavyweight,6 ft 0 in (183 cm),72 in (183 cm),Orthodox,46,41,24,5,,,M,183 ,183 ,USA
1735,David Lemieux,1988-12-22,"Montreal, Quebec, Canada",Light middleweight/Middleweight/Super middleweight,5 ft 9 in (175 cm),70 in (178 cm),Orthodox,48,43,36,5,,,M,175 ,178 ,Canada
1736,Daniel Jacobs,1987-02-03,"Brooklyn, New York City,New York, U.S.",Middleweight/Super middleweight,6 ft (183 cm)[1],73+1⁄2 in (187 cm)[1],Orthodox,41,37,30,4,,,M,183 ,187 ,USA
1737,Carlos Santos,1955-10-01,"Santurce, Puerto Rico",Super welterweight,1.77 m (5 ft 10 in),,Orthodox,44,41,28,3,,,M,177 ,,Puerto Rico
1738,Matthew Hilton,1965-12-17,"Montreal, Quebec, Canada",Light Middleweight/Middleweight,171 cm (5 ft 7 in),,Orthodox,37,32,24,3,2,,M,171 ,,Canada
1739,Robert Hines,,,,,,,,,,,,,M,,,unknown
1740,Gianfranco Rosi,1957-08-05,"Assisi, Umbria, Italy",Welterweight/Light middleweight/Middleweight,5 ft 10 in (178 cm),73+1⁄4 in (186 cm),Orthodox,70,62,18,6,1,1,M,178 ,186 ,Italy
1741,Terry Norris,,,,,,,,,,,,,M,,,unknown
1742,Carlos Molina,1983-05-25,Mexico,Welterwight/Light middleweight/Middleweight,5 ft 9 in (175 cm),70 in (178 cm),Orthodox,52,38,12,12,2,,M,175 ,178 ,Mexico
1743,Simon Brown,,,,,,,,,,,,,M,,,unknown
1744,Gary Hinton,,,,,,,,,,,,,M,,,unknown
1745,Terry Marsh,1958-02-07,"Stepney, London, England",light welterweight,,,orthodox,27,26,10,,1,,M,,,England
1746,Rafael Pineda,,,,,,,,,,,,,M,,,unknown
1747,Charles Murray,,,,,,,,,,,,,M,,,unknown
1748,Amir Khan,1986-12-08,"Bolton, Greater Manchester, England",Lightweight/Light-welterweight/Welterweight/Middleweight,5 ft 81⁄2 in (174 cm)[1],71 in (180 cm)[1],Orthodox,40,34,21,6,,,M,174 ,180 ,England
1749,Josh Taylor,1991-01-02,"Prestonpans, Scotland",Light-welterweight,5 ft 10 in (178 cm),69+1⁄2 in (177 cm),Southpaw,20,19,13,1,,,M,178 ,177 ,Scotland
1750,Charlie Brown,,,,,,,,,,,,,M,,,unknown
1751,Jimmy Paul,,,,,,,,,,,,,M,,,unknown
1752,Javier Jáuregui,,,,,,,,,,,,,M,,,unknown
1753,Julio Díaz,,,,,,,,,,,,,M,,,unknown
1754,Tony Lopez,1963-02-24,"Sacramento, California, U.S.",Super featherweight/Lightweight/Light welterweight,5 ft 7 in (170 cm)[1],70 in (178 cm)[1],Orthodox,59,50,34,8,1,,M,170 ,178 ,USA
1755,Brian Mitchell,,,,,,,,,,,,,M,,,unknown
1756,Eddie Hopson,,,,,,,,,,,,,M,,,unknown
1757,Robert Garcia,,,,,,,,,,,,,M,,,unknown
1758,Carlos Hernández,,,,,,,,,,,,,M,,,unknown
1759,Antonio Rivera,,,,,,,,,,,,,M,,,unknown
1760,Manuel Medina,1971-03-30,"Tecuala, Nayarit, Mexico",Featherweight/Super featherweight,5 ft 9 in (175 cm)[1],69 in (175 cm)[1],Orthodox,84,67,32,16,1,,M,175 ,175 ,Mexico
1761,Tom Johnson,,,,,,,,,,,,,M,,,unknown
1762,Kid Galahad,,,,,,,,,,,,,M,,,unknown
1763,Kim Ji-won,1959-08-06,"Seoul, South Korea",Super bantamweight,5 ft 7 in (1.70 m),,,18[1],16,7,,2,,M,170 ,,South Korea
1764,Jonatan Romero,,,,,,,,,,,,,M,,,unknown
1765,Daniel Roman,1990-05-10,"Los Angeles, California, U.S.",Super bantamweight,5 ft 5 in (165 cm),68 in (173 cm),Orthodox,34,29,10,4,1,,M,165 ,173 ,USA
1766,Stuart Hall,,,,,,,,,,,,,M,,,unknown
1767,Paul Butler,1988-11-11,"Ellesmere Port, Cheshire, England",Super-flyweight/Bantamweight,5 ft 6 in (168 cm)[1],65 in (165 cm)[1],Orthodox,39,36,17,3,,,M,168 ,165 ,England
1768,Harold Grey,,,,,,,,,,,,,M,,,unknown
1769,Danny Romero,1974-07-12,"Albuquerque, New Mexico, U.S.",Flyweight/Super flyweight/Bantamweight/Super bantamweight,5 ft 5 in (165 cm)[1],68 in (173 cm)[1],Orthodox,52,45,38,5,2,,M,165 ,173 ,USA
1770,Mark Johnson,,,,,,,,,,,,,M,,,unknown
1771,Fernando Martínez,1991-07-18,"Avellaneda, Argentina",Super flyweight,5 ft 3+1⁄2 in (161 cm),64 in (163 cm),Orthodox,16,16,9,,,,M,161 ,163 ,Argentina
1772,Jung Bi-won,,,,,,,,,,,,,M,,,unknown
1773,Irene Pacheco,,,,,,,,,,,,,M,,,unknown
1774,Jesse Rodriguez,,,,,,,,,,,,,M,,,unknown
1775,Ricardo López,1966-07-25,"Cuernavaca, Morelos, Mexico",Mini flyweight/Light flyweight,5 ft 5 in (165 cm)[1],64 in (163 cm)[1],Orthodox,52,51,38,,1,,M,165 ,163 ,Mexico
1776,Javier Mendoza,,,,,,,,,,,,,M,,,unknown
1777,Eric Chavez,1962-04-09,Philippines,Mini flyweight,163cm,,southpaw,60,40,25,16,4,,M,163,,Philippines
1778,Daniel Reyes,1972-05-05,"Cartagena de Indias, Colombia",Minimumweight,1.52 m (5 ft 0 in),165 cm (65 in),Orthodox,48,40,30,7,1,,M,152 ,65 in,Colombia
1779,Raúl García,1982-09-10,"La Paz, Baja California Sur, Mexico",Mini flyweight,,,Southpaw,43,38,23,4,1,,M,,,Mexico
1780,Mario Rodríguez,,,,,,,,,,,,,M,,,unknown
1781,Max Baer,1909-02-11,"Omaha, Nebraska, U.S.",Heavyweight,6 ft 2+1⁄2 in (1.89 m),81 in (206 cm)[1][2],Orthodox,81,68,51,13,,,M,189 ,206 ,USA
1782,Harold Johnson,,,,,,,,,,,,,M,,,unknown
1783,Bob Foster,1942-04-27,"Borger, Texas, U.S.",Light heavyweight/Heavyweight,6 ft 3 in (191 cm),78.75 in (200 cm),Orthodox,65,56,46,8,1,,M,191 ,200 ,USA
1784,Mickey Walker,1901-07-13,"Elizabeth, New Jersey",Welterweight/Middleweight/Light Heavyweight/Heavyweight,5 ft 7 in (1.70 m),67 in (170 cm),Orthodox,164,131,60,25,6,2,M,170 ,170 ,USA
1785,Carl Olson,1928-07-11,American,Middleweight,179 cm,178 cm,orthodox,115,97,47,16,2,,M,179 ,178 ,USA
1786,José Durán,,,,,,,,,,,,,M,,,unknown
1787,Masashi Kudo,1951-08-24,"Gojōme, Akita, Japan",Light middleweight/Middleweight,5 ft 8 in (173 cm),,Orthodox,24,23,12,1,,,M,173 ,,Japan
1788,Jack Thompson,,,,,,,,,,,,,M,,,unknown
1789,Tommy Freeman,1904-01-22,"Hot Springs, Arkansas, U.S.",Welterweight,5 ft 7+1⁄2 in (171 cm),70 in (178 cm),Orthodox,224,174,84,20,21,,M,171 ,178 ,USA
1790,Danny Garcia,1988-03-20,"Philadelphia, Pennsylvania, U.S.",Light welterweight/Welterweight/Light middleweight,5 ft 8+1⁄2 in (174 cm)[1],68+1⁄2 in (174 cm)[1],Orthodox,40,37,21,3,,,M,174 ,174 ,USA
1791,Wallace Smith,1924-04-02,"Cincinnati, Ohio",Lightweight,5 ft 6+1⁄2 in (169 cm),,Orthodox,61,31,18,24,6,0,M,169 ,,USA
1792,Joe Brown,,,,,,,,,,,,,M,,,unknown
1793,Carlos Ortiz,1936-09-09,"Ponce, Puerto Rico",Lightweight/Light welterweight,5 ft 7 in (170 cm),70 in (178 cm),Orthodox,70,61,30,7,1,1,M,170 ,178 ,Puerto Rico
1794,Carlos Cruz,1937-11-24,"Santiago de los Caballeros, Dominican Republic",Lightweight,5 ft 6+1⁄2 in (169 cm),68 in (173 cm),Orthodox,57,42,14,13,2,,M,169 ,173 ,Dominican Republic
1795,Jim Watt,,,,,,,,,,,,,M,,,unknown
1796,Hiroshi Kobayashi,1944-08-23,"Isesaki, Japan",Featherweight/Super featherweight,5 ft 6 in (168 cm),,Orthodox,75,61,10,10,4,,M,168 ,,Japan
1797,Louis Kid Kaplan,,,,,,,,,,,,,M,,,unknown
1798,Freddie Miller,1911-04-03,"Cincinnati, Ohio, U.S.",Featherweight,5 ft 5 in (1.65 m),,Southpaw,251,211,45,30,7,3,M,165 ,,USA
1799,Davey Moore,,,,,,,,,,,,,M,,,unknown
1800,Danny Lopez,1952-07-06,"Fort Duchesne, Utah, U.S.",Featherweight,5 ft 7+1⁄2 in (171 cm),71 in (180 cm),Orthodox,48,42,39,6,,,M,171 ,180 ,USA
1801,Eddie Martin,,,,,,,,,,,,,M,,,unknown
1802,Manuel Ortiz,1916-07-02,"Corona, California, United States",Lightweight/Featherweight/Bantamweight,5 ft 5 in (1.65 m),66 in (168 cm),Orthodox,131,100,54,28,3,0,M,165 ,168 ,USA
1803,Robert Cohen,,,,,,,,,,,,,M,,,unknown
1804,Luis Nery,1994-12-12,"Tijuana, Baja California, Mexico",Bantamweight/Super bantamweight,5 ft 5 in (165 cm),65 in (165 cm),Southpaw,36,35,27,1,,,M,165 ,165 ,Mexico
1805,Terry Allen,,,,,,,,,,,,,M,,,unknown
1806,Pascual Perez,1926-05-04,"Mendoza, Argentina",Flyweight,4 ft 11 in (1.50 m),,Orthodox,92,84,57,7,1,,M,150 ,,Argentina
1807,Kōji Kobayashi,,,,,,,,,,,,,M,,,unknown
1808,Román González,1987-06-17,"Managua, Nicaragua",Mini flyweight/Light flyweight/Flyweight/Super flyweight,5 ft 3 in (160 cm)[1],64 in (163 cm)[1],Orthodox,55,51,41,4,,,M,160 ,163 ,Nicaragua
1809,Iván Calderón,,,,,,,,,,,,,M,,,unknown
1810,Leeonzer Barber,,,,,,,,,,,,,M,,,unknown
1811,Jason Matthews,1970-07-20,"Hackney, London, England",Middleweight,5 ft 10+1⁄2 in (179 cm),74 in (188 cm),Orthodox,23,21,18,2,,,M,179 ,188 ,England
1812,Harry Simon,1971-10-21,"Walvis Bay, Namibia",Light middleweight/Middleweight/Super Middleweight/Light heavyweight,1.78 m (5 ft 10 in),70 in (178 cm),Orthodox,31,31,23,,,,M,178 ,178 ,Namibia
1813,Andy Lee,,,,,,,,,,,,,M,,,unknown
1814,John David Jackson,,,,,,,,,,,,,M,,,unknown
1815,Paul Jones,,,,,,,,,,,,,M,,,unknown
1816,Daniel Santos,1975-10-10,"San Juan, Puerto Rico",Welterweight/Light middleweight,5 ft 11+1⁄2 in (182 cm),74 in (188 cm),Southpaw,38,32,23,4,1,1,M,182 ,188 ,Puerto Rico
1817,Liam Smith,1988-07-27,"Liverpool, England",Light-middleweight/Middleweight,5 ft 9+1⁄2 in (177 cm) [1],69 in (175 cm),Orthodox,38,33,20,4,1,,M,177 ,175 ,England
1818,Genaro León,,,,,,,,,,,,,M,,,unknown
1819,José Luis López,,,,,,,,,,,,,M,,,unknown
1820,Paul Williams,,,,,,,,,,,,,M,,,unknown
1821,Carlos Quintana,1976-11-06,"Moca, Puerto Rico",Welterweight,,,Southpaw,33,29,23,4,,,M,,,Puerto Rico
1822,Carlos González,1972-06-15,Mexico,Super-Lightweight,173cm ,183 cm,orthodox,64,55,46,8,1,,M,173,183 ,Mexico
1823,Sammy Fuentes,,,,,,,,,,,,,M,,,unknown
1824,Ricardo Torres,,,,,,,,,,,,,M,,,unknown
1825,José Ramírez,1958-12-03,"Huatabampo, Sonora, Mexico",Lightweight,5 ft 7 in (170 cm),,Southpaw,111,102,82,9,,,M,170 ,,Mexico
1826,Zahir Raheem,,,,,,,,,,,,,M,,,unknown
1827,Terry Flanagan,1989-06-11,"Manchester, England",Super-featherweight/Lightweight/Light-welterweight,5 ft 9+1⁄2 in (177 cm)[1],71 in (180 cm)[1],Southpaw,38,36,14,2,,,M,177 ,180 ,England
1828,Barry Jones,1974-03-05,American,Lightweight/Light welterweight/Welterweight,5 ft 6 in (168 cm),72 in (183 cm),Orthodox,32,27,15,4,,1,M,168 ,183 ,USA
1829,Anatoly Alexandrov,,,,,,,,,,,,,M,,,unknown
1830,Román Martínez,1983-01-31,"Vega Baja, Puerto Rico",Super featherweight,5 ft 8 in (173 cm),67 in (170 cm),Orthodox,37,30,18,4,3,,M,173 ,170 ,Puerto Rico
1831,Rubén Darío Palacio,,,,,,,,,,,,,M,,,unknown
1832,Steve Robinson,1968-12-13,"Cardiff, Wales",Featherweight/Super featherweight,,,,51,32,17,17,2,,M,,,Wales
1833,István Kovács,1970-08-17,,,170 cm (5 ft 7 in),,,,,,,,,M,170 ,,unknown
1834,Scott Harrison,,,,,,,,,,,,,M,,,unknown
1835,Juan Manuel López,1983-06-30,Puerto Rico,Super-bantamweight/Featherweight/Super-featherweight,166cm ,175cm,Southpaw,43,36,32,6,1,,M,166,175,Puerto Rico
1836,Orlando Fernandez,,,,,,,,,,,,,M,,,unknown
1837,Daniel Jiménez,1969-11-21,"Camuy, Puerto Rico",Bantamweight/Super bantamweight/Featherweight/Super featherweight,5 ft 5+1⁄2 in (166 cm)[1],71 in (180 cm)[1],Orthodox,45,30,15,13,1,1,M,166 ,180 ,Puerto Rico
1838,Rafael del Valle,,,,,,,,,,,,,M,,,unknown
1839,Mauricio Martínez,1975-05-20,"Colón, Panama",Bantamweight/Super bantamweight/Featherweight,5 ft 6 in (168 cm),66 in (168 cm),Southpaw,51,36,24,14,1,0,M,168 ,168 ,Panama
1840,Diego Morales,1979-12-11,"Tijuana, Mexico",Lightweight,5 ft 5 in (1.65 m),,,39,37,27,2,,,M,165 ,,Mexico
1841,Iván Hernández,1982-11-24,"Mexico City, Mexico",Featherweight/Super Bantamweight/Super Flyweight,5 ft 9 in (175 cm),72 in (181 cm),Orthodox,34,28,17,5,1,0,M,175 ,181 ,Mexico
1842,José López,1972-03-29,Puerto Rico,Super-flyweight,165cm ,157cm,orthodox,52,39,32,11,2,,M,165,157,Puerto Rico
1843,Omar Narváez,,,,,,,,,,,,,M,,,unknown
1844,Alberto Jiménez,1969-04-08,"Colonia Valle Gómez, Mexico City, Mexico",Featherweight/Bantamweight/Flyweight/Light Flyweight,1.57 m (5 ft 2 in),173 cm (68 in),Orthodox,42,34,29,5,3,0,M,157 ,68 in,Mexico
1845,Isidro García,,,,,,,,,,,,,M,,,unknown
1846,José de Jesús,1963-08-12,"Cayey, Puerto Rico",Light flyweight,,,,41,31,22,9,1,0,M,,,Puerto Rico
1847,Jonathan González,,,,,,,,,,,,,M,,,unknown
1848,Alex Sánchez,,,,,,,,,,,,,M,,,unknown
1849,Oscar Collazo,,,,,,,,,,,,,M,,,unknown
1850,Marvin Johnson,1954-04-12,"Indianapolis, Indiana, USA",Light heavyweight,5 ft 10+1⁄2 in (179 cm),72+1⁄2 in (184 cm),Southpaw,49,43,35,6,,,M,179 ,184 ,USA
1851,Jeff Harding,,,,,,,,,,,,,M,,,unknown
1852,Mauro Galvano,1965-02-05,"Sydney, Australia",Light heavyweight,5 ft 11+1⁄2 in (182 cm),73 in (185 cm),Orthodox,25,23,17,2,,,M,182 ,185 ,Australia
1853,Julian Jackson,1960-09-12,"Saint Thomas, U.S. Virgin Islands",Light middleweight/Middleweight,5 ft 11 in (180 cm)[1],73 in (185 cm)[1],Orthodox,61,55,49,6,,,M,180 ,185 ,USA
1854,Agostino Cardamone,,,,,,,,,,,,,M,,,unknown
1855,Keith Holmes,1969-03-30,"Washington, D.C., U.S.",Light middleweight/Middleweight,6 ft 2 in (188 cm),78 in (198 cm),Southpaw,46,41,25,5,,,M,188 ,198 ,USA
1856,Duane Thomas,,,,,,,,,,,,,M,,,unknown
1857,René Jacquot,,,,,,,,,,,,,M,,,unknown
1858,Luis Santana,,,,,,,,,,,,,M,,,unknown
1859,Bruno Arcari,1942-01-01,"Atina, Lazio, Italy",Light welterweight,5 ft 5 in (165 cm),66+1⁄2 in (169 cm),Southpaw,73,70,38,2,1,,M,165 ,169 ,Italy
1860,Kim Sang-Hyun,,,,,,,,,,,,,M,,,unknown
1861,Billy Costello,1956-04-10,"Kingston, New York, U.S.",Light welterweight,5 ft 8+1⁄2 in (174 cm),71 in (180 cm),Orthodox,42,40,23,2,,,M,174 ,180 ,USA
