,Name,Birthday,Nationality,Weight,Height,Reach,Stance,Total Fights,Wins,Wins by KO,Losses,Draws,No Contests
1743,Ray Mancini,1961-03-04,"Youngstown, Ohio, U.S.",Lightweight/Light welterweight,5 ft 4+1⁄2 in (164 cm),65 in (165 cm),Orthodox,34,29,23,5,,
1744,Livingstone Bramble,1960-09-03,Saint Kitts and Nevis,Lightweight/Light welterweight,5 ft 8 in (173 cm),74 in (188 cm),Orthodox,69,40,25,26,3,
1745,Juan Nazario,1963-09-27,"Guaynabo, Puerto Rico",Lightweight,,,,29,25,17,4,,
1746,Joey Gamache,1966-05-20,"Lewiston, Maine, U.S.",Lightweight/Super featherweight,5 ft 6 in (168 cm),64 in (163 cm),Orthodox,59,55,38,4,,
1747,Orzubek Nazarov,1966-08-30,"Kant, Kyrgyz SSR, USSR",Lightweight,5 ft 7+1⁄2 in (171 cm),71 in (180 cm),Southpaw,27,26,19,1,,
1748,Julien Lorcy,1972-04-12,"Argenteuil, France",Lightweight,,,,62,56,40,4,2,0
1749,Stefano Zoff,1966-03-17,"Monfalcone, Italy",Lightweight,"1,75 m",,Orthodox,58,43,17,12,3,0
1750,Gilberto Serrano,1970-03-19,"Caracas, Venezuela",Lightweight,,,,27,20,17,6,1,
1751,Takanori Hatakeyama,1975-07-28,"Aomori, Japan",Super-featherweight/Lightweight,5 ft 8 in (173 cm),,Orthodox,29,24,19,2,3,
1752,Raúl Horacio Balbi,1973-10-07,"Buenos Aires, Argentina",Light Welterweight/Lightweight,5 ft 7 in (1.70 m),,,68,55,38,11,2,
1753,Leonard Doroftei,1970-04-10,"Ploieşti, Romania[1]",Lightweight/Light welterweight,1.63 m (5 ft 4 in),,Orthodox,24,22,8,1,1,
1754,Lakva Sim,1972-03-10,"Ulaanbaatar, Mongolian People's Republic",Super-featherweight/Lightweight,5 ft 7 in (170 cm)[1],,Orthodox,26,21,18,4,1,
1755,Paulus Moses,1978-06-04,"Okapya, Namibia",Lightweight,1.73 m (5 ft 8 in),184 cm (72 in),Orthodox,47,40,25,6,,1
1756,Richar Abril,1982-08-10,Cuba,Lightweight,,,Orthodox,24,20,8,3,1,
1757,Darleys Pérez,1983-09-14,"San Pedro de Urabá, Antioquia, Colombia",Lightweight/Light welterweight,5 ft 7 in (170 cm),70 in (178 cm),,41,34,22,5,2,
1758,Anthony Crolla,1986-11-16,"Manchester, England",Super featherweight/Lightweight,5 ft 8+1⁄2 in (174 cm),67 in (170 cm),Orthodox,45,35,13,7,3,
1759,José Alfaro,,,,,,,,,,,,
1760,Yusuke Kobori,1981-10-11,"Yotsukaidō, Chiba, Japan",Lightweight,5 ft 7+1⁄2 in (171 cm),,,27,23,12,3,1,0
1761,Miguel Acosta,,,,,,,,,,,,
1762,Brandon Ríos,1986-04-29,"Lubbock, Texas, U.S.[1]",Lightweight/Light welterweight/Welterweight,5 ft 8 in (173 cm),68 in (173 cm),Orthodox,41,35,26,5,1,
1763,[151],,,,,,,,,,,,
1764,Frankie Klick,1907-05-05,"San Francisco, California, U.S.",Junior Lightweight/Lightweight,5 ft 5 in (1.65 m),67.5 in (171 cm),Orthodox,126,86,25,26,13,1
1765,Harold Gomes,1933-08-22,"Providence, Rhode Island, United States",Super featherweight/Featherweight,5 ft 5 in (165 cm),,Orthodox,60,50,24,10,0,
1766,Choi Yong-soo,,,,1.84 m (6 ft 1⁄2 in),,,,,,,,
1767,Baek Jong-kwon,1971-11-07,"Jinju, Gyeongsangnam-do, South Korea",Super featherweight,,,,25,23,20,1,1,0
1768,Yodsanan Sor Nanthachai,1974-08-17,,Super featherweight/Flyweight/Bantamweight,1.68 m (5 ft 6 in),,Southpaw,,4,,1,1,
1769,Vicente Mosquera,1979-12-09,"Panama City, Panama",Super featherweight,,,Orthodox,37,33,18,3,1,0
1770,Takashi Uchiyama,1979-11-10,"Nagasaki Prefecture,[3][4] Japan",Super-featherweight,5 ft 7.5 in (171 cm),71.5 in (182 cm),Orthodox,27,24,20,2,1,
1771,Jezreel Corrales,1991-07-12,"San Miguelito, Panama",Featherweight/Super featherweight,5 ft 6 in (168 cm),67 in (170 cm),Southpaw,32,26,10,5,,1
1772,Alberto Machado,1990-09-09,"Río Piedras, Puerto Rico",Super featherweight/Lightweight,5 ft 10 in (178 cm),72 in (183 cm),Southpaw,27,23,19,4,,
1773,Andrew Cancio,1988-10-21,"Blythe, California, U.S.",Featherweight/Super featherweight,5 ft 6 in (168 cm),68 in (173 cm),Orthodox,28,21,16,5,2,
1774,Roger Gutiérrez,1995-04-11,"Maracaibo, Venezuela",Super featherweight/Lightweight,5 ft 8 in (173 cm)[1],69+1⁄2 in (177 cm)[1],Orthodox,34,27,20,6,1,
1775,Héctor García,,,,,,,,,,,,
1776,Lamont Roach Jr.,1995-08-18,"Washington, D.C., U.S.",Super featherweight,5 ft 7 in (1.70 m),68 in (173 cm),,26,24,9,1,1,
1777,Javier Fortuna,1989-07-15,"La Romana, Dominican Republic",Featherweight/Super featherweight/Lightweight/Light welterweight,5 ft 7 in (170 cm)[1],68 in (173 cm)[1],Southpaw,44,37,26,4,1,2
1778,Jason Sosa,1988-03-10,"Camden, New Jersey, U.S.",Super featherweight,5 ft 5 in (165 cm),67 in (170 cm),Orthodox,31,23,16,4,4,
1779,René Alvarado,1989-02-15,"Managua, Nicaragua",Super bantamweight/Featherweight/Super featherweight,5 ft 7 in (170 cm),72 in (183 cm),Orthodox,47,33,22,14,,
1780,Tommy Paul,,,,,,,,,,,,
1781,Petey Scalzo,1917-08-01,"Brooklyn, New York",Featherweight,5 ft 5 in (1.65 m),5 ft 6.5 in (1.69 m),Orthodox,112,90,48,15,6,1
1782,Richie Lemos,1920-02-07,"Los Angeles, California",Light Welterweight/Lightweight/Featherweight,5 ft 5 in (170 cm),72 in (183 cm),Southpaw,81,55,26,23,3,
1783,Jackie Wilson,1934-06-09,,,,,,,,,,,
1784,Jackie Callura,1917-09-14,"Hamilton, Ontario",,,,,,,,,,
1785,Phil Terranova,,,Featherweight,5 ft 2 in (1.57 m),,,99,67,29,21,11,0
1786,Sal Bartolo,,,Featherweight,5 ft 6 in (1.68 m),,,97,74,16,18,5,
1787,Raul Rojas,,,Featherweight,1.63 m (5 ft 4 in),1.57 m (5 ft 2 in),,47,38,24,7,2,
1788,Shozo Saijo,1947-01-28,"Saitama, Japan",Featherweight,171 cm (5 ft 7 in),,Orthodox,38,29,8,7,2,
1789,Antonio Gomez,,,,,,,,,,,,
1790,Ernesto Marcel,1948-05-23,"Colón, Panama",Bantamweight/Featherweight,168 cm (5 ft 6 in),173 cm (68 in),Orthodox,46,40,23,4,2,
1791,Rafael Ortega,,,,,,,,,,,,
1792,Cecilio Lastra,1951-08-12,"Santander, Spain",Featherweight,5 ft 5 in (1.65 m),,Southpaw,54,39,24,13,2,0
1793,Park Yong-kyun,1967-08-16,"Seoul, South Korea",Featherweight,1.70 m (5 ft 7 in),,Orthodox,32,28,16,3,1,
1794,Eloy Rojas,1967-03-25,"Caracas, Venezuela",Featherweight,1.68 m (5 ft 6 in),,Orthodox,47,40,28,5,2,
1795,Wilfredo Vázquez,1960-08-02,"Bayamón, Puerto Rico",Bantamweight/Super bantamweight/Featherweight/Lightweight,5 ft 5 in (165 cm)[1],63 in (160 cm)[1],Orthodox,68,56,41,9,2,1
1796,Freddie Norwood,1970-02-14,"Saint Louis, Missouri, U.S.",Featherweight,5 ft 6.5 in (1.69 m),,Southpaw,48,43,23,4,1,
1797,Antonio Cermeño,1969-03-06,"Río Chico, Miranda, Venezuela",Super bantamweight/Featherweight/Super featherweight,5 ft 9+1⁄2 in (177 cm),,Orthodox,52,45,31,7,,
1798,Chris John,,,,,,,,,,,,
1799,Nicholas Walters,1986-01-04,"Montego Bay, Jamaica",Featherweight/Super featherweight,5 ft 7 in (170 cm),73 in (185 cm),Orthodox,30,28,22,1,1,
1800,Jesús Cuellar,1986-12-28,"José C. Paz, Buenos Aires, Argentina",Featherweight/Super featherweight,5 ft 5+1⁄2 in (166 cm)[1],69 in (175 cm)[1],Southpaw,33,29,22,4,,
1801,Leigh Wood,,,,,,,,,,,,
1802,Mauricio Lara,1998-02-23,"Mexico City, Mexico",Featherweight,5 ft 7 in (170 cm),,Orthodox,31,26,19,3,2,
1803,Raymond Ford,1999-03-16,"Camden, New Jersey, U.S.",Featherweight/Super featherweight,5 ft 6 in (168 cm),69 in (175 cm),Southpaw,16,15,8,0,1,
1804,Jonathan Victor Barros,1984-01-30,"Guaymallén, Mendoza, Argentina",Featherweight/Super featherweight/Lightweight,5 ft 9 in (1.75 m),70 in (180 cm),Orthodox,52,43,22,8,1,0
1805,Jesús Rojas,,,,,,,,,,,,
1806,Xu Can,1994-03-09,"Fuzhou, Jiangxi, China",Featherweight/Super-featherweight/Light-welterweight,5 ft 9 in (175 cm),69 in (175 cm),Orthodox,23,19,4,4,,
1807,Hong Soo-hwan,1950-05-26,"Seoul, South Korea",Bantamweight/Super-bantamweight,5 ft 7 in (170 cm),,Orthodox,50,41,14,5,4,
1808,Ricardo Cardona,,,,,,,,,,,,
1809,Leo Randolph,1958-02-27,"Columbus, Mississippi, USA",Super bantamweight,5 ft 5 in (165 cm),66 in (168 cm),Orthodox,19,17,9,2,,
1810,Sergio Víctor Palma,1956-01-01,"La Tigra, Chaco Province, Argentina",Super bantamweight,5 ft 4+1⁄2 in (164 cm),,Orthodox,62,52,20,5,5,0
1811,Leo Cruz,1953-01-17,"Santiago de los Caballeros, Dominican Republic",Super bantamweight,5 ft 5+1⁄2 in (166 cm),,Orthodox,51,41,18,8,2,
1812,Loris Stecca,1960-03-30,"Santarcangelo di Romagna, Italy",Super bantamweight/Featherweight,5 ft 5+1⁄2 in (166 cm),,Orthodox,59,55,37,2,2,
1813,Victor Callejas,,,Super bantamweight,5 ft 6 in (168 cm),,,31,27,22,3,,1
1814,Julio Gervacio,,,,,,,,,,,,
1815,Juan José Estrada,1872-01-01,,,,,,,,,,,
1816,Jesus Salud,1963-05-03,"Sinait, Ilocos Sur, Philippines",Bantamweight/Super bantamweight,5 ft 6 in (168 cm),65 in (165 cm),Orthodox,76,63,38,13,,
1817,Luis Mendoza,,,,,,,,,,,,
1818,Enrique Sánchez,,,,,,,,,,,,
1819,Néstor Garza,1976-11-24,"Reynosa, Tamaulipas, Mexico",Super Bantamweight,5 ft 4+1⁄2 in (164 cm),65 in (165 cm),Orthodox,46,41,33,5,0,0
1820,Clarence Adams,,,,,,,,,,,,
1821,Yober Ortega,1965-08-21,,super bantamweight/featherweight,5 ft 7 in (170 cm),,Southpaw,44,35,24,6,3,0
1822,Yoddamrong Sithyodthong,1981-02-15,"Uthai Thani, Thailand",Super-bantamweight/Featherweight,168 cm (5 ft 6 in),,,51,43,18,7,1,
1823,Osamu Sato,1960-04-14,"Kyoto, Japan",,,,,,,,,,
1824,Salim Medjkoune,1972-01-04,"Aubière, France",Bantamweight/Super bantamweight,5 ft 5+1⁄2 in (166 cm),68 in (173 cm),Southpaw,49,43,21,5,1,
1825,Mahyar Monshipour,1975-03-21,"Bam, Iran",Super Bantamweight,5 ft 4+1⁄2 in (164 cm),,,37,31,21,4,2,0
1826,Somsak Sithchatchawal,1977-07-17,"Mae Mo, Lampang, Thailand",Super-flyweight/Super-bantamweight/Super-featherweight,5 ft 7 in (170 cm),,,68,60,43,4,3,1
1827,Lee Ryol-li,1982-05-20,,Super bantamweight/Featherweight,5 ft 8.5 in (1.74 m),68 in (173 cm),,,20,,4,2,
1828,Akifumi Shimoda,1984-09-11,"Sapporo, Japan",Super bantamweight,5 ft 7+1⁄2 in (171 cm),65 in (165 cm),Southpaw,39,31,14,6,2,
1829,Rico Ramos,1987-06-20,"Los Angeles, California, U.S.",Super bantamweight/Featherweight,5 ft 5 in (165 cm),67 in (170 cm),Orthodox,36,30,14,6,,
1830,Scott Quigg,1988-10-09,"Bury, Greater Manchester,England",Super-bantamweight/Featherweight,5 ft 8 in (173 cm)[1],67 in (170 cm),Orthodox,40,35,26,3,2,
1831,T. J. Doheny,1986-11-02,"Portlaoise, Ireland",Super-bantamweight,5 ft 5+1⁄2 in (166 cm),68 in (173 cm),Southpaw,29,25,19,4,,
1832,Ricardo Cordoba,1983-10-11,"Santa Marta, Panama",super flyweight/bantamweight/super bantamweight,5 ft 8 in (173 cm),,southpaw,44,39,25,3,2,0
1833,Bernard Dunne,1980-02-06,"Clondalkin, Dublin, Ireland",Super Bantamweight,5 ft 7 in (1.70 m),,,30,28,15,2,0,0
1834,Poonsawat Kratingdaenggym,1980-11-20,"Amphoe Phu Phan, Sakon Nakhon Province, Thailand",Bantamweight/Super bantamweight,,,Orthodox,44,42,30,2,0,0
1835,Nehomar Cermeño,1979-06-07,"Barcelona, Anzoátegui,Venezuela",Bantamweight/Super bantamweight/Featherweight,5 ft 6 in (168 cm),69.5 in (177 cm),Orthodox,37,27,16,8,1,1
1836,Shun Kubo,1990-04-08,"Kyoto, Japan",Super-bantamweight,5 ft 9+1⁄2 in (177 cm),71 in (180 cm),Southpaw,18,15,10,3,,
1837,Joe Lynch,,,,,,,,,,,,
1838,Pete Herman,1896-02-12,"Convent, Louisiana, U.S.",Bantamweight,5 ft 2 in (1.57 m),,Orthodox,145,100,20,32,13,
1839,Johnny Buff,1888-06-12,"Perth Amboy, New Jersey, U.S.",Bantamweight,5 ft 3 in (1.60 m),,,100 [1] (With the inclusion of newspaper decisions),67,14,20,9,4
1840,Abe Goldstein,1898-09-10,"New York City, New York, U.S.",Bantamweight,5 ft 5 in (1.65 m),,Orthodox,136;[1] with the inclusion of newspaper decisions,102,35,24,9,1
1841,Bud Taylor,1903-07-22,"Terre Haute, Indiana, United States",Bantamweight,,,Orthodox,164;[1] with the inclusion of newspaper decisions,116,37,32,16,
1842,Bushy Graham,1903-06-18,"Calabria, Italy",Bantamweight,5 ft 5 in (1.65 m),5 ft 4 in (1.63 m),,137,110,39,19,8,
1843,Panamá Al Brown,,,Flyweight/Bantamweight/Featherweight,5 ft 9 in (175 cm)[1],72.5 in (184 cm)[1],Orthodox,163,131,59,20,12,
1844,Eugène Huat,1907-02-08,"Reims, France",Flyweight/bantamweight,5 ft 1 in (155 cm),,,133,80,41,44,9,
1845,Louis Salica,1912-11-16,"Brooklyn, New York",Bantamweight,5 ft 4 in (1.63 m),,Orthodox,91,62,13,17,12,
1846,Raúl Macías,,,Bantamweight,1.61 m (5 ft 3+1⁄2 in),1.61 m (63 in),Orthodox,43,41,25,2,,
1847,Takuya Muguruma,,,,1.84 m (6 ft 1⁄2 in),,,,,,,,
1848,Park Chan-Yong,,,,,,,,,,,,
1849,Kaokor Galaxy,1959-05-15,"Phetchabun, Thailand",Bantamweight,5 ft 4 in (163 cm),,Southpaw,26,24,19,2,,
1850,Moon Sung-kil,1963-07-20,"Yeongam, South Jeolla South Korea",Super-flyweight/Bantamweight,5 ft 5 in (165 cm),66 in (168 cm),Orthodox,22,20,15,2,,
1851,Eddie Cook,,,,,,,,,,,,
1852,John Michael Johnson,,,,,,,,,,,,
1853,Daorung Chuvatana,,,,,,,,,,,,
1854,Eidy Moya,1974-09-04,"Barcelona, Venezuela",bantamweight,5 ft 5 in (165 cm),,orthodox,21,17,9,3,1,
1855,Volodymyr Sydorenko,1976-09-23,"Energodar, Ukrainian SSR,Soviet Union",Bantamweight,1.62 m (5 ft 4 in),,Orthodox,27,22,7,3,2,
1856,Anselmo Moreno,1985-06-28,"El Martillo, San Miguelito,Panama",Super flyweight/Bantamweight/Super bantamweight,168 cm (5 ft 6 in),177 cm (70 in),Southpaw,49,42,15,6,1,
1857,Zhanat Zhakiyanov,1983-11-04,"Blagoveshchenka, Jambyl Region, Kazakh SSR(now Kazakhstan)",Bantamweight,5 ft 7 in (170 cm),67 in (170 cm),Orthodox,29,27,18,2,,
1858,Takuma Inoue,1995-12-26,"Zama, Kanagawa, Japan",Super-flyweight/Bantamweight/Super-bantamweight,5 ft 4+1⁄2 in (164 cm),64 in (163 cm),Orthodox,20,19,5,1,,
1859,Koki Kameda,1986-11-17,"Osaka, Japan",Light-flyweight/Flyweight/Super-flyweight/Bantamweight,1.66 m (5 ft 5 in),1.68 m (66 in),Southpaw,35,33,18,2,,
1860,Gustavo Ballas,1958-02-10,"Villa María, Argentina",Super flyweight,5 ft 2 in (157 cm),,Orthodox,120,105,29,9,6,0
1861,Rafael Pedroza,1955-03-27,"Colón, Panama",Light flyweight/Super flyweight,5 ft 3+1⁄2 in (161 cm),,Orthodox,28,19,15,8,1,0
1862,Khaosai Galaxy,1959-05-15,"Ban Cha Lianglab, Tambon Na Pa, Mueang Phetchabun, Phetchabun, Thailand",,5 ft 5 in (165 cm),,Southpaw,51,50,44,1,,
1863,Katsuya Onizuka,1970-03-12,"Kitakyushu, Fukuoka, Japan",Super flyweight,5 ft 8 in (173 cm),,Orthodox,25,24,17,1,,
1864,Lee Hyung-chul,1971-02-19,South Korea,,,,,,,,,,
1865,Alimi Goitia,1970-06-28,"Puerto Cabello, Venezuela",Super flyweight,5 ft 6 in (168 cm),68 in (173 cm),Southpaw,20,16,13,4,,
1866,Yokthai Sithoar,1974-12-25,,Super flyweight/Featherweight,1.70 m (5 ft 7 in),,,,0,,1,3,
1867,Satoshi Iida,1969-08-11,"Nagoya, Japan",Super flyweight,5 ft 5 in (165 cm),65 in (166 cm),Southpaw,28,25,11,2,1,0
1868,Hideki Todaka,1973-03-16,"Miyazaki, Japan",Bantamweight,,,Orthodox,26,21,10,4,1,0
1869,Leo Gámez,1963-08-08,"San Juan de Los Morros, Venezuela",Mini flyweight/Light flyweight/Flyweight/Super flyweight,5 ft (152 cm),63+1⁄2 in (161 cm),Orthodox,48,35,26,12,1,
1870,Celes Kobayashi,1973-02-27,"Iwai, Ibaraki, Japan",Super flyweight,5 ft 6+1⁄2 in (169 cm),,Southpaw,32,24,14,5,3,
1871,Alexander Muñoz,1979-02-08,"San Felix, Bolivar, Venezuela",Super flyweight/Bantamweight/Super bantamweight,5 ft 5+1⁄2 in (166 cm),68.5 in (174 cm),Orthodox,51,41,31,10,,
1872,Martín Castillo,1977-01-13,"Mexico City, Mexico",Super flyweight,5 ft 6 in (1.68 m),160 cm (63 in),Orthodox,39,35,18,4,0,0
1873,Nobuo Nashiro,1981-10-12,"Nara, Nara, Japan",Super flyweight,162 cm (5 ft 4 in),,Orthodox,26,19,13,6,1,0
1874,Tomonobu Shimizu,1981-06-28,"Fukui, Fukui, Japan",Super Flyweight,5 ft 6 in (1.68 m),,Orthodox,24,19,9,4,1,
1875,Tepparith Kokietgym,1988-11-22,"Kosum Phisai, Thailand",Flyweight/Super flyweight,160 cm (5 ft 3 in),,,38,35,21,3,,
1876,Kohei Kono,1980-11-23,"Nakakoma District, Yamanashi, Japan",Super-flyweight/Bantamweight,5 ft 5.5 in (1.66 m),67 in (170 cm),Orthodox,46,33,14,12,1,
1877,Liborio Solís,1982-03-21,"Maracay, Venezuela",Super flyweight/Bantamweight,5 ft 4 in (163 cm),69+1⁄2 in (177 cm),Orthodox,44,37,18,7,1,1
1878,Denkaosan Kaovichit,1976-08-23,,,1.61 m (5 ft 3 in),168 cm (66.1 in),Orthodox,,63,,7,1,
1879,Luis Concepción,1985-10-06,"Panama City, Panama",Flyweight/Super flyweight,5 ft 2 in (157 cm),63 in (160 cm),Orthodox,50,40,29,10,,
1880,Kal Yafai,1989-06-11,"Birmingham, West Midlands, England",Super flyweight,5 ft 4 in (163 cm),,Orthodox,29,27,15,2,,
1881,Joshua Franco,1995-10-27,"San Antonio, Texas, U.S.",Super flyweight/Bantamweight,5 ft 5 in (165 cm),67 in (170 cm),Orthodox,24,18,8,2,3,1
1882,Andrew Moloney,,,Super-flyweight/Bantamweight,165cm (5ft 5 ),165 cm (65 in),,30,26,16,3,,1
1883,Jimmy Wilde,1892-05-15,"Quakers Yard, Merthyr Tydfil, Wales",Flyweight,5 ft 2 in (1.57 m),66 in (168 cm),Orthodox,150,137,99,4,1,8
1884,Pinky Silverberg,,,Flyweight,,,,82,34,5,34,14,0
1885,Frankie Genaro,1901-08-26,"New York, New York, U.S.",Flyweight,5 ft 2 in (157 cm)[1],,Orthodox,131,98,19,23,9,2
1886,Émile Pladner,1906-09-02,"Clermont-Ferrand, Puy-de-Dôme, France",Flyweight/bantamweight,5 ft 2 in (157 cm),64 in (163 cm),,133,104,38,16,13,
1887,Victor Perez,,,,,,,,,,,,
1888,Jackie Brown,,,,,,,,,,,,
1889,Little Dado,1916-01-01,"La Carlota, Negros Occidental, Philippines",Flyweight/Bantamweight,,,Orthodox,90,73 (1 NWS),22,6,11,0
1890,Bernabe Villacampo,1943-06-11,"Toledo City, Cebu, Philippines",Flyweight,,,Southpaw,98,39,26,21,5,
1891,Berkrerk Chartvanchai,1944-10-25,"Bangkok, Thailand",Flyweight,5 ft 6 in (168 cm),,Orthodox,40,29,6,8,3,
1892,Masao Ohba,,,Flyweight,5 ft 6 in (1.68 m)[1],,Orthodox,38,35,16,2,1,
1893,Susumu Hanagata,1947-01-21,"Yokohama, Japan",Flyweight,5 ft 3+1⁄2 in (161 cm),160 cm (63 in),orthodox,65,41,8,16,8,
1894,Alfonso López,,,,,,,,,,,,
1895,Guty Espadas,1954-12-20,"Mérida, Yucatán, Mexico",Lightweight/Featherweight/Super bantamweight/Flyweight,,,,50,39,28,6,5,
1896,Luis Ibarra,,,,,,,,,,,,
1897,Kim Tae-shik,1957-07-04,"Mukho, Gangwon-do, South Korea",Flyweight,5 ft 3.5 in (1.61 m),,,20,17,13,3,,
1898,Peter Mathebula,,,Flyweight/Bantamweight,,,Orthodox,45,36,17,9,,
1899,Juan Herrera,,,,,,,,,,,,
1900,Fidel Bassa,1962-12-18,"El Retén, Colombia",Flyweight,5 ft 3+1⁄2 in (161 cm),,Orthodox,24,22,15,1,1,0
1901,Lee Yul-woo,1967-01-25,"Okcheon County, South Korea",Light-flyweight/Flyweight,5 ft 5 in (165 cm),,Orthodox,22,19,10,3,,
1902,Leopard Tamakuma,1964-01-25,"Aomori, Japan",Flyweight,5 ft 8 in (173 cm),,Southpaw,33,27,13,5,1,
1903,Kim Yong-kang,1965-01-03,"Hwaseong, South Korea",Light flyweight/Flyweight/Super flyweight,5 ft 7 in (170 cm),,Orthodox,31,26,11,5,,
1904,Aquiles Guzmán,1965-04-13,"Anzoátegui, Venezuela",Flyweight/Super flyweight,,,,31,14,8,14,3,0
1905,David Grimán,1967-03-10,"Los Teques, Venezuela",Flyweight/Super flyweight,,,Orthodox,27,22,14,5,0,0
1906,Saen Sor Ploenchit,1971-05-18,"Prachathipat, Thanyaburi, Pathum Thani, Thailand",Flyweight/Super-flyweight,5 ft 6 in (168 cm),,Orthodox,47,44,14,3,,
1907,José Bonilla,,,,,,,,,,,,
1908,Hugo Rafael Soto,1967-08-16,"Catamarca, Argentina",Flyweight/Super flyweight/Bantamweight/Super bantamweight,5 ft 3+1⁄2 in (161 cm),64 in (163 cm),Orthodox,69,55,38,10,2,2
1909,Sornpichai Kratingdaenggym,1974-05-01,,Flyweight/Super-flyweight,1.60 m (5 ft 3 in),,,,30,,4,1,
1910,Eric Morel,1975-01-10,"San Juan, Puerto Rico",,5 ft 6.5 in (1.69 m),70 in (180 cm),Orthodox,50,46,23,4,,
1911,Lorenzo Parra,1978-08-19,"Machiques, Venezuela",Light flyweight/Flyweight/Bantamweight/Super bantamweight,5 ft 4+1⁄2 in (164 cm),66 in (168 cm),Orthodox,52,32,19,18,2,
1912,Takefumi Sakata,1980-01-29,"Aki District, Hiroshima, Japan",Flyweight,5 ft 4 in (162 cm),,Orthodox,44,36,17,6,2,
1913,Hernán Márquez,1988-09-04,"Empalme, Sonora, Mexico",Flyweight/Super flyweight,5 ft 2 in (157 cm)[1],48 in (122 cm),Southpaw,59,47,33,10,2,
1914,Artem Dalakian,1987-08-10,"Baku, Azerbaijan SSR, USSR(nowadays Azerbaijan)",Flyweight,5 ft 4+1⁄2 in (164 cm),64+1⁄2 in (164 cm),Orthodox,23,22,15,1,,
1915,Seigo Yuri Akui,1995-09-03,"Kurashiki, Japan",Light flyweight/Flyweight,5 ft 4 in (163 cm),,Orthodox,22,19,11,2,1,
1916,Juan Carlos Reveco,1983-08-21,"Malargüe, Argentina",Light flyweight/Flyweight/Super flyweight,5 ft 2 in (157 cm),63+1⁄2 in (161 cm),Orthodox,46,41,20,5,,
1917,Jaime Rios,,,,,,,,,,,,
1918,Juan Antonio Guzman,,,,,,,,,,,,
1919,Yoko Gushiken,1955-06-26,"Ishigaki, Okinawa Islands, USCAR(nowadays Japan)",Light-flyweight,,,Southpaw,24,23,15,1,,
1920,Pedro Flores,,,,,,,,,,,,
1921,Kim Hwan-jin,1955-06-22,South Korea,Light flyweight,5 ft 1 in (155 cm),,Orthodox,26,22,8,2,2,
1922,Katsuo Tokashiki,1960-07-27,"Okinawa, Okinawa, USCAR(nowadays Japan)",Light flyweight,5 ft 2 in (157 cm),,Orthodox,25,19,4,4,2,
1923,Lupe Madera,,,,,,,,,,,,
1924,Francisco Quiróz,,,,,,,,,,,,
1925,Joey Olivo,1958-01-25,"San Fernando, California, U.S.",Light flyweight/Flyweight/Super flyweight/Bantamweight,5 ft 9 in (175 cm),,Orthodox,47,39,11,8,,
1926,Yuh Myung-woo,1964-01-10,"Seoul, South Korea",Light-flyweight,5 ft 4 in (163 cm),65 in (165 cm),Orthodox,39,38,14,1,,
1927,Choi Hi-yong,1965-09-13,"Busan, South Korea[1]",minimumweight/light flyweight,5′ 4½ in (164 cm),,Orthodox,21,19,8,2,,
1928,Carlos Murillo,,,,,,,,,,,,
1929,Keiji Yamaguchi,,,,,,,,,,,,
1930,Pichitnoi Sitbangprachan,1975-01-31,"Tambon Noen Sa-nga, Mueang Chaiyaphum District, Chaiyaphum Province, Thailand",Junior flyweight,5 ft 4 in (163 cm),,Southpaw,37,34,14,3,,
1931,Beibis Mendoza,1974-06-20,"Arboletes, Colombia",light flyweight,5 ft 4 in (163 cm),,orthodox,34,30,24,4,,
1932,Roberto Vásquez,1984-08-11,"Oxnard, California",Light flyweight/Flyweight/Super flyweight/Bantamweight/Super bantamweight,5 ft 8 in (173 cm),65 in (165 cm),Southpaw,43,34,23,7,2,
1933,Brahim Asloum,1979-01-31,"Bourgoin-Jallieu, France",Light flyweight,5 ft 5 in (165 cm),,orthodox,26,24,10,2,0,0
1934,Alberto Rossel,1975-01-26,"Talara, Piura, Peru",Light flyweight,5 ft 1 in (155 cm),,,44,34,13,9,0,1
1935,Carlos Cañizales,1993-03-11,"Caracas, Venezuela",Light flyweight,5 ft 3 in (160 cm),64+1⁄2 in (164 cm),Orthodox,28,26,19,1,1,
1936,Esteban Bermudez,1995-10-11,"Nezahualcóyotl, Mexico",Light flyweight,5 ft 7 in (170 cm),,Orthodox,20,14,10,4,2,
1937,Kim Bong-jun,,,Mini-flyweight/Light-flyweight,5 ft 4+1⁄2 in (164 cm),,Orthodox,37,24,10,10,3,
1938,Chana Porpaoin,1966-03-25,"Ban Nam Lum, Tambon Ban Klang, Lom Sak District, Phetchabun Province, Northern Thailand",Minimumweight,160 cm (5 ft 3 in),,Orthodox,62,53,19,4,5,0
1939,Noel Arambulet,1974-05-18,"Falcón, Venezuela",minimumweight/light flyweight,5 ft 3+1⁄2 in (161 cm),,Orthodox,33,23,11,8,1,1
